titles,business,crime,education,ethics,government,health,infrastructure,nutrition,sanitation,unrest
Recession risks rise as surging inflation adds to Fed's daunting task,1,0,0,0,0,0,0,0,0,0
Japan's top airline ANA reports first net profit in 10 quarters,1,0,0,0,0,0,0,0,0,0
"NCGOP reports bomb threat, says Hillsborough Street building now safe ",0,0,0,0,0,0,1,0,0,0
Students Graduate From New Child Development Program,0,0,1,0,0,0,0,0,0,0
Study Finds Racial Discrimination in Responses to Emails Asking for Help,0,0,0,1,0,0,0,0,0,0
"Police: Physical evidence links Portsmouth gang member to stolen car, shootout ",0,0,0,0,0,0,0,0,0,1
Bitcoin Scores Its Best Month of 2022; Is Crypto Winter Over?,1,0,0,0,0,0,0,0,0,0
Hoodlums rape pregnant Kwara woman in husband’s presence,0,1,0,0,0,0,0,0,0,0
Alexandria's Mayor Addresses Flooding in Monthly Newsletter,0,0,0,0,1,0,0,0,0,0
Sprite will no longer be sold in green bottles,1,0,0,0,0,0,0,0,0,0
T-Mobile eyes new cell tower at The Duke,0,0,0,0,0,0,1,0,0,0
Living Vehicle is a mobile home that creates its own water from humidity,0,0,0,0,0,0,1,0,0,0
Man says Woodfin PD 'threw' him when he recorded cop sleeping,0,1,0,0,0,0,0,0,0,0
Public school levy to be on November ballot,0,0,1,0,0,0,0,0,0,0
How the Filibuster Has Already Undermined Democracy: The recent attacks on reproductive rights reveal another reason to let the filibuster burn,0,0,0,0,1,0,0,0,0,0
Private School vs. Public School,0,0,1,0,0,0,0,0,0,0
"Dr Robert Lustig weighs in on WHO sweeteners guideline: 'Diet sweeteners increase insulin…' Not true, say International Sweeteners Association, Calorie Control Council ",0,0,0,0,0,0,0,1,0,0
Oklahoma City private school's accreditation sparks fiery state school board debate,0,0,1,0,0,0,0,0,0,0
FDA OKs Clinical Trials of HAE Treatment STAR-0215 in Healthy...,1,0,0,0,0,0,0,0,0,0
Bakersfield College to offer free fall tuition for qualifying students,0,0,1,0,0,0,0,0,0,0
Commentary: Fighting inflation is more than having higher wages offset cost of living increases,1,0,0,0,0,0,0,0,0,0
Kansas Supreme Court Appoints Renee Henke to Judicial Education Advisory Committee,0,0,0,0,1,0,0,0,0,0
"Student Loan Cancellation Reduced To $25,000 For Student Loan Borrowers With New Proposal ",0,0,1,0,0,0,0,0,0,0
"Parliament Monsoon Session LIVE Updates: Day After Cong’s Walkout, RS to Debate Price Hike Today; Mahua Moi ",0,0,0,0,0,0,0,0,0,1
Brittney Griner pleads guilty to drug charges in Russian court,0,1,0,0,0,0,0,0,0,0
Internet Service Essentially Free for Millions Under New Biden Program,0,0,0,0,0,0,1,0,0,0
Knife-wielding intruder attacks Vermont labor commissioner and family,1,0,0,0,0,0,0,0,0,0
NAIC special committee focused on access to health networks by minorities,0,0,0,0,0,1,0,0,0,0
President Biden Names Twenty-Third Round of Judicial Nominees,0,0,0,0,1,0,0,0,0,0
What is Kevin Hart’s Diet and Workout Routine for His New Ripped Look?,0,0,0,0,0,0,0,1,0,0
Investors in Regeneron Pharmaceuticals (NASDAQ:REGN) have made a favorable return of 91% over the past three years,0,0,0,0,0,1,0,0,0,0
"Project 7 seeks design team for backup water treatment plant, new treatment tests offer promising results ",1,0,0,0,0,0,0,0,0,0
Brown Rice vs. White Rice,0,0,0,0,0,0,0,1,0,0
CDC: Bacterium that causes rare disease likely endemic along Gulf Coast,0,0,0,0,0,0,0,0,1,0
Kentucky health system launches flood relief effort for employees; some still missing,0,0,0,0,0,0,0,0,1,0
Swimming World August 2022 Featuring Claire Curzan: Female High School Swimmer of the Year,0,0,1,0,0,0,0,0,0,0
Columbus County investigating EMS chief’s alleged racist comments,0,0,0,1,0,0,0,0,0,0
"Dodger Stadium concession workers, pleased with progress in negotiations, won't strike around All-Star Game ",0,0,0,0,0,0,0,0,0,1
Profit from a North Sea farm-out,1,0,0,0,0,0,0,0,0,0
"Plant-based meats are better for the environment and your stomach, study says ",0,0,0,0,0,0,0,0,1,0
"Oregon, Kentucky dust off an Obama-era policy to expand health insurance ",0,0,0,0,0,1,0,0,0,0
New teacher orientation for Bismarck Public Schools,0,0,1,0,0,0,0,0,0,0
"Going Beyond Burgers, European Startup Makes the Impossible: Plant-Based Steak ",0,0,0,0,0,0,0,1,0,0
New Documents Show McKinsey's Role in Opioid Epidemic,0,0,0,0,0,0,0,0,1,0
"Fact check: 'Bioengineered,' not 'biofortified,' is new label for GMOs ",0,0,0,0,0,0,0,1,0,0
School Transparency and Safety Top Education Concerns for Texas Parents,0,0,1,0,0,0,0,0,0,0
"Erythroleukemia: Symptoms, Diagnosis, Treatment, and Outlook ",0,0,0,0,0,1,0,0,0,0
Google And Twitter Don’t Want Us To Talk About Racism,0,0,0,1,0,0,0,0,0,0
Man suffers ‘traumatic’ arm injury in second downtown Cedar Rapids train incident this month,0,0,0,0,0,0,1,0,0,0
Opinion: The fear of gun violence is ending my American dream,0,1,0,0,0,0,0,0,0,0
Solon wants inclusion of agricultural lessons in basic education curriculum,0,0,1,0,0,0,0,0,0,0
"Quantum to Release Fiscal First Quarter 2023 Financial Results on Thursday, August 4th ",1,0,0,0,0,0,0,0,0,0
Voters to decide on Jackson wastewater treatment plant upgrades,0,0,0,0,0,1,0,0,0,0
Spanish easyJet cabin crew call off strike after reaching pay deal,0,0,0,0,0,0,0,0,0,1
Tokyu Railways goes full steam ahead on its sustainability journey,0,0,0,0,0,0,1,0,0,0
Experts highlight role of consumer power in ensuring safe food,0,0,0,0,0,0,0,1,0,0
Poptential™ Free Personal Finance Curriculum Makes Financial Literacy Engaging and Fun,0,0,1,0,0,0,0,0,0,0
"Turkey talks on grain blockade were a 'critical step,' U.N. chief says ",0,0,0,0,0,0,0,0,0,1
Upcoming Book Takes An Inside Look At 2018 Teacher Strikes,0,0,1,0,0,0,0,0,0,0
"2022 ACS Leadership & Advocacy Summit Focuses on Surgeon Well-Being, Legislative Priorities | ACS ",0,0,0,0,0,1,0,0,0,0
LAURA CRAIK asks if the new star-endorsed 'megachurches' are really about religion,0,0,0,1,0,0,0,0,0,0
Law school applicant pool shrinks after blockbuster 2021,0,0,1,0,0,0,0,0,0,0
Dramatic' Dog Refusing to Walk on Lead in Busy Mall Delights Internet,0,0,0,0,0,0,1,0,0,0
Mayor Lightfoot Introduces Amended Gender Identity Option Ordinance in City Documentation,0,0,0,0,1,0,0,0,0,0
Statement by US Secretary of Labor Walsh on June Jobs Report,1,0,0,0,0,0,0,0,0,0
FACT SHEET: President Biden to Sign Executive Order Protecting Access to Reproductive Health Care Services,0,0,0,0,1,0,0,0,0,0
"VOX POPULI: Mutability and invariability lie in 150 years of Japan's railways | The Asahi Shimbun: Breaking News, Japan News and Analysis ",0,0,0,0,0,0,1,0,0,0
WYDOT to present Statewide Transportation Plan at its office Aug. 4,0,0,0,0,0,0,1,0,0,0
"Hypo Toilet Cleaner, ops-wash commend NYSC corpers who nominated the rescued facilities during commissioning exercise ",0,0,0,0,0,0,0,0,1,0
"Effective or Not, ESG Boycotts Targeting Pension Funds Likely to Fuel Legal Work | The American Lawyer ",0,0,0,0,1,0,0,0,0,0
"Atnir Capital Announces Imminent Launch Of Cryptocurrency Exchange, Atnirex ",1,0,0,0,0,0,0,0,0,0
WHO to consider again whether monkeypox outbreak is public health emergency of international concern,0,0,0,0,0,1,0,0,0,0
Fat of the land: Sime Darby zooms in on plant-based development and wellness products for edible oil portfolio innovation,0,0,0,0,0,0,0,1,0,0
Here's how to report your USA food problem directly to USDA or FDA,0,0,0,0,0,0,0,1,0,0
"Low Unemployment in Nebraska: Workers Thrive, Businesses Cope ",1,0,0,0,0,0,0,0,0,0
Government test shows listeria contamination in jerky; recall initiated,0,0,0,0,0,0,0,1,0,0
"Joint Statement, World Day Against Trafficking in Persons: The international community must strengthen prevention and accountability for trafficking in persons in conflict situations ",0,0,0,0,0,0,0,0,0,1
Virtual elementary school opens enrollment to non-district students,0,0,1,0,0,0,0,0,0,0
Governor Lamont Announces Department of Revenue Services Receives 239K Applications for 2022 Child Tax Rebate,0,0,0,0,1,0,0,0,0,0
Tennessee judge suspended following intimate relationship with married woman in his court,0,1,0,0,0,0,0,0,0,0
"Floyd family, others see inequality in penalties for ex-cops ",0,0,0,1,0,0,0,0,0,0
"After 66 days in the hospital, this 10-year-old Uvalde survivor gets sweet send-off ",0,0,0,0,0,1,0,0,0,0
$2M for treatment plant study vaults appropriations hurdle,0,0,0,0,0,0,1,0,0,0
Sony Group Shares Fall Sharply After Cutting Fiscal Year Net-Profit View,1,0,0,0,0,0,0,0,0,0
How we are fighting systemic racism in the workplace,0,0,0,1,0,0,0,0,0,0
Democratic Republic of the Congo: 83 children separated by armed conflict finally reunited with their loved ones,0,0,0,0,0,0,0,0,0,1
Bells toll at Greenfield church to end gun violence 'epidemic',0,0,0,0,0,0,0,0,1,0
"Lessons learned at JRTC Will Last a Lifetime, National Guard Chief Says ",0,0,0,0,0,0,0,0,0,1
"Free breakfast, lunch coming to Visalia Unified students in 2022-23 school year ",0,0,1,0,0,0,0,0,0,0
Communities of Healing celebrates program graduates,0,0,1,0,0,0,0,0,0,0
"ATF offers $10,000 reward after firearms theft in McAlester ",0,1,0,0,0,0,0,0,0,0
NYS Higher Education Services Corporation,0,0,1,0,0,0,0,0,0,0
Part IV Approaching the Holocaust as A Moral Choice (cont.),0,0,0,1,0,0,0,0,0,0
"K-12 Tutoring Market to See Major Growth by 2028 | Pearson, Cambly, Sylvan Learning ",0,0,1,0,0,0,0,0,0,0
Ohio man pleads guilty to killing bald eagle,0,1,0,0,0,0,0,0,0,0
The Outlook for Private Equity Activity in Health Care,0,0,0,0,0,1,0,0,0,0
RiMX Watch Reviews: Does It Work or Waste of Money Scam? | Courier-Herald,0,0,0,0,0,0,0,0,1,0
Portland police investigation clears officer who joined Oath Keepers militia,0,0,0,0,0,0,0,0,0,1
Opinion: Religion and its alignment with coercive power does itself no favors,0,0,0,1,0,0,0,0,0,0
Bill to boost U.S.-made semiconductor chips clears the Senate,0,0,0,0,1,0,0,0,0,0
Woodbridge teen convicted for role in armed robbery spree,0,1,0,0,0,0,0,0,0,0
Total Voting Rights and Capital,1,0,0,0,0,0,0,0,0,0
Uvalde teacher feels forgotten by the officers sent to rescue him and his students,0,0,1,0,0,0,0,0,0,0
Green High School football opens OHSAA preseason practice,0,0,1,0,0,0,0,0,0,0
"Indigenous-Led Blockade Demands Biden Declare Climate Emergency, End Oil Leasing ",0,0,0,0,0,0,0,0,0,1
"Legislative Council to have special called meeting on Wednesday, July… ",0,0,0,0,1,0,0,0,0,0
"To diminish mass shootings, try 'a well-regulated militia' ",0,0,0,0,0,0,0,0,0,1
MAJOR TWIST! Cheeni and Imlie decide to break yet another STEREOTYPE in StarPlus' Imlie,0,0,0,1,0,0,0,0,0,0
Why Denver's East High School Is Trying a New Kind of AP Class,0,0,1,0,0,0,0,0,0,0
Inside a booming vegan fast-food chain's $20M London plans,0,0,0,0,0,0,0,1,0,0
"Pharming Group Receives Accelerated Assessment in Europe for leniolisib for the Treatment of Rare Immunodeficiency, APDS ",1,0,0,0,0,0,0,0,0,0
New Targeted Therapy an Option for Neuroblastoma Treatment,1,0,0,0,0,0,0,0,0,0
"6 best vitamin A supplements for 2022: Safety, dosage, and more ",0,0,0,0,0,0,0,1,0,0
‘Law & Order: Organized Crime’ Crew Member Shot & Killed On Set Of NBC Drama,0,1,0,0,0,0,0,0,0,0
Officers searching for suspects after shooting outside Chandler Fashion Center,0,1,0,0,0,0,0,0,0,0
Governor Lamont Announces Department of Revenue Services Receives 239K Applications for 2022 Child Tax Rebate,1,0,0,0,0,0,0,0,0,0
"North Dakota coronavirus news, Aug. 1: State announces pandemic food aid for children ",0,0,0,0,0,0,0,0,1,0
Cancellation politics backfire on 'racist' San Francisco school board recall leader,0,0,0,1,0,0,0,0,0,0
[Watch] Content Creator Tapes ‘Sepet’ Eyes In Racist Ad For Sushi Restaurant In Penang,0,0,0,1,0,0,0,0,0,0
DataBank: Local Government Meetings (July 14),0,0,0,0,1,0,0,0,0,0
Wealthy dentist Lawrence Rudolph found guilty in wife's death on 2016 African safari,0,1,0,0,0,0,0,0,0,0
"One Police Officer Killed, Another Wounded in Rochester, N.Y., Shooting ",0,1,0,0,0,0,0,0,0,0
Cornell University study shows consumers undeterred by GMO labeling,0,0,0,0,0,0,0,1,0,0
A moment that changed me: I fled the Gaza blockade to study – but my freedom came at a cost,0,0,0,0,0,0,0,0,0,1
Do real men eat meat? Or do we just think so?,0,0,0,0,0,0,0,1,0,0
What's in Your Hospital's Kitchen? The Basics of Food Service Hygiene,0,0,0,0,0,0,0,1,0,0
"Mark Pegram, MD, Discusses Major Takeaways From the IDEAL Trial in HR+ Breast Cancer ",0,0,0,1,0,0,0,0,0,0
Evangelical Community Hospital welcomes new gastrointestinal surgeon | Life | northcentralpa.com,0,0,0,0,0,1,0,0,0,0
APC Presidential candidate not a religious bigot ― Hon Suleiman,0,0,0,1,0,0,0,0,0,0
Realtors notched 25% income bump in frenzied 2021,1,0,0,0,0,0,0,0,0,0
"Indiana Republican Ron Alting speaks on abortion, Senate Bill 1 ",0,0,0,0,1,0,0,0,0,0
3 observations from Day 7 of Buffalo Bills training camp,0,0,0,0,1,0,0,0,0,0
"Mug Monday: Paducah non-profit raises money for local kids with cancer, donates to childhood cancer research ",1,0,0,0,0,0,0,0,0,0
Judge delays Detroit's plan to accept certain pot license applications,0,0,0,0,1,0,0,0,0,0
Green Giant survey shows broccoli as America's favorite vegetable in 2022 – Produce Blue Book,0,0,0,0,0,0,0,1,0,0
Student loan payments are deferred again — take these financial steps in the meantime,0,0,1,0,0,0,0,0,0,0
Operation School Bell helping students in need with wardrobe assistance,0,0,1,0,0,0,0,0,0,0
Monica Patterson case remanded to trial court over actual innocence claim,0,0,0,0,0,0,1,0,0,0
DSM methane-reducing food additive gets EU marketing approval,0,0,0,0,0,0,0,1,0,0
"IL sales tax holiday: Back-to-school shoppers can save 5% on clothes, school supplies | See qualifying items ",0,0,1,0,0,0,0,0,0,0
A better way to reduce police violence,0,1,0,0,0,0,0,0,0,0
Teachers are leaving and few people want to join the field. Experts are sounding the alarm,0,0,1,0,0,0,0,0,0,0
Joe Biden signs executive order to protect abortion access while urging public to vote,0,0,0,0,1,0,0,0,0,0
Post-employment the ultimate integrity test for new Labor government,1,0,0,0,0,0,0,0,0,0
Analysis | Jan. 6 Rioters Don't Face a Double Standard,0,0,0,0,0,0,0,0,0,1
The “Angry Black Woman” Stereotype at Work,0,0,0,1,0,0,0,0,0,0
3 issues to watch as heat strains the grid,0,0,0,0,0,0,1,0,0,0
HHS extends public health emergency for COVID-19,0,0,0,0,0,1,0,0,0,0
Students walkout to demand justice for Amir Locke,0,0,0,0,0,0,0,0,0,1
New state government office specializes in trauma care,0,0,0,0,1,0,0,0,0,0
Herbicide carryover and cover crops don’t always mix,0,0,0,0,0,0,0,1,0,0
US jobs report: Transportation and warehousing employment rises,1,0,0,0,0,0,0,0,0,0
Stranger Things' star David Harbour details 75-pound weight loss,0,0,0,0,0,0,0,1,0,0
What Are Your 3 Deepest Beliefs About the World?,0,0,0,1,0,0,0,0,0,0
Stop Protecting “Good Guys”,0,0,0,1,0,0,0,0,0,0
Ponderosa Way Bridge in Auburn to be closed for a year,0,0,0,0,0,0,1,0,0,0
Foulston Siefkin absorbs Overland Park-based Smithyman & Zakoura,0,0,0,0,1,0,0,0,0,0
MD regulators let utilities access federal grants without public input,0,0,0,0,0,0,1,0,0,0
Court may pare back secrecy in campus sexual misconduct suits,0,1,0,0,0,0,0,0,0,0
Baltimore City could soon regain control of troubled water treatment plant,0,0,0,0,0,0,1,0,0,0
Charlotte Woman Pleads Guilty To COVID-19 Unemployment Benefits Fraud,1,0,0,0,0,0,0,0,0,0
New youth gang and drug program,0,0,0,0,0,0,0,0,0,1
Bystander shot by Denver police in LoDo says officers “put a bunch of innocent people in danger”,0,1,0,0,0,0,0,0,0,0
"2,3-Butanediol Market 2020 | Key players operating in the market include Bio-Chem Technology Group, Orochem Te ",0,0,0,0,0,0,0,1,0,0
Are Skittles Toxic? What to Know About Food Additive Titanium Dioxide,0,0,0,0,0,0,0,1,0,0
Man charged with attempted murder after Aroostook County standoff,0,1,0,0,0,0,0,0,0,0
Health Care | Corporate | Practice Areas,0,0,0,0,0,1,0,0,0,0
Canton Professional Educators' Association announces scholarships,0,0,1,0,0,0,0,0,0,0
"New sensing platform deployed at controlled burn site, could help prevent forest fires ",0,0,0,0,0,0,0,0,0,1
"Fort Pierce Police Welcome New Police Officer, Markeis Washington ",0,1,0,0,0,0,0,0,0,0
Philly police might be stripped of a statewide accreditation. The agency in charge blames a new city law.,0,0,0,0,1,0,0,0,0,0
How to Participate in the Water Contamination Lawsuit in Camp Lejeune,0,0,0,0,0,0,0,0,1,0
"USAspending.gov Offers Insight on Government Spending, But Data Quality and User Awareness Impact Its Usefulness ",1,0,0,0,0,0,0,0,0,0
Samohi Discovery Building earns international commendations – Santa Monica Daily Press,0,0,0,0,0,0,1,0,0,0
Singapore is the street-food capital of the world. A war and the pandemic are putting it at risk.,0,0,0,0,0,0,0,1,0,0
Man who drove truck into Lake Ozark City Hall pleads guilty; faces up to 4 years in prison,0,1,0,0,0,0,0,0,0,0
Authorities identify Brandon High School football player who died,0,0,1,0,0,0,0,0,0,0
Digital Age Classroom Projects,0,0,1,0,0,0,0,0,0,0
"Minor gang-raped in Surat; woman among 3 booked, 1 detained ",0,0,0,0,0,0,0,0,0,1
"Florida Advances Bill That Would Ban Making White People Feel Bad About Racism, and No, That’s Not a Joke ",0,0,0,1,0,0,0,0,0,0
City Hall Insider: Austin struggling with plan to turn hotels into homeless shelters,0,0,0,0,1,0,0,0,0,0
"American Finances Updates: How to get UBI Financial Aid, Stimulus Checks in Florida and California... ",0,0,1,0,0,0,0,0,0,0
RISE Healthcare Group Expands Free Trial of HAL Wearable Medical Device,0,0,0,0,0,1,0,0,0,0
Another Fire Knocked Down at One Congress,0,0,0,0,1,0,0,0,0,0
"Readers Write: Light rail safety, 'cop still on job,' inequity, Baseball Hall of Fame inductions ",0,1,0,0,0,0,0,0,0,0
"Cops bust huge illegal weekend parties at N.J. quarry with ATVs, personal watercraft ",0,1,0,0,0,0,0,0,0,0
Top 10 Federal Government News Sources,0,0,0,0,1,0,0,0,0,0
"Ex-Google engineer says AI bot is 'racist,' Google ethics a 'fig leaf' ",0,0,0,1,0,0,0,0,0,0
FAA aspirants stage protest on 20th consecutive day,0,0,0,0,0,0,0,0,0,1
"Over one billion obese people globally, health crisis must be reversed ",0,0,0,0,0,0,0,1,0,0
